Day,Media Buy Name,Media Buy Key,Campaign name,Campaign key,Impressions,clicks,visits,Device,,,,,,,,
02/06/2021,MB3338,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3339,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3340,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3341,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3342,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3343,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3344,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3345,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3346,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3347,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3348,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3349,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3350,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3351,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3352,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3353,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3354,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3355,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3356,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3357,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3358,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3359,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3360,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3361,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3362,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3363,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3364,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3365,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3366,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3367,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3368,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3369,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3370,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3371,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3372,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3373,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3374,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3375,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3376,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3377,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3378,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3379,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3380,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3381,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3382,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3383,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3384,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3385,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3386,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3387,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3388,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3389,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3390,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3391,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3392,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3393,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3394,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3395,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3396,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3397,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3398,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3399,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3400,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3401,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3402,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3403,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3404,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3405,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3406,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3407,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3408,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3409,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3410,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3411,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3412,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3413,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3414,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3415,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3416,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3417,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3418,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3419,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3420,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3421,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3422,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3423,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3424,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3425,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3426,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3427,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3428,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3429,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3430,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3431,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3432,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3433,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3434,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3435,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3436,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3437,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3438,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3439,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3440,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3441,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3442,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3443,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3444,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3445,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3446,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3447,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3448,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3449,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3450,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3451,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3452,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3453,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3454,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3455,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3456,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3457,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3458,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3459,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3460,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3461,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3462,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3463,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3464,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3465,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3466,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3467,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3468,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3469,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3470,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3471,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3472,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3473,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3474,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3475,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3476,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3477,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3478,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3479,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3480,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3481,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3482,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3483,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3484,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3485,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3486,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3487,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3488,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3489,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3490,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3491,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3492,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3493,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3494,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3495,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3496,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3497,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3498,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3499,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3500,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3501,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3502,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3503,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3504,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3505,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3506,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3507,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3508,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3509,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3510,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3511,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3512,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3513,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3514,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3515,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3516,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3517,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3518,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3519,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3520,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3521,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3522,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3523,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3524,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3525,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3526,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3527,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3528,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3529,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3530,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3531,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3532,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3533,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3534,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3535,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3536,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3537,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3538,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3539,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3540,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3541,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3542,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3543,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3544,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3545,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3546,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3547,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3548,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3549,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3550,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3551,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3552,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3553,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3554,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3555,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3556,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3557,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3558,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3559,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3560,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3561,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3562,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3563,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3564,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3565,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3566,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3567,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3568,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3569,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3570,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3571,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3572,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3573,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3574,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3575,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3576,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3577,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3578,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3579,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3580,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3581,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3582,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3583,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3584,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3585,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3586,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3587,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3588,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3589,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3590,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3591,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3592,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3593,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3594,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3595,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3596,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3597,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3598,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3599,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3600,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3601,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3602,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3603,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3604,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3605,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3606,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3607,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3608,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3609,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3610,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3611,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3612,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3613,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3614,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3615,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3616,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3617,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3618,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3619,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3620,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3621,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3622,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3623,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3624,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3625,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3626,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3627,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3628,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3629,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3630,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3631,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3632,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3633,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3634,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3635,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3636,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3637,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3638,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3639,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3640,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3641,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3642,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3643,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3644,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3645,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3646,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3647,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3648,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3649,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3650,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3651,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3652,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3653,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3654,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3655,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3656,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3657,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3658,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3659,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3660,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3661,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3662,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3663,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3664,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3665,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3666,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3667,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3668,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3669,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3670,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3671,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3672,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3673,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3674,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3675,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
02/06/2021,MB3676,K30,CN30,CK30,333,333,333,mobile,,,,,,,,
01/06/2021,MB3677,K3,CN3,CK3,300,300,300,mobile,,,,,,,,
